Observer ,SITE NAME,Date,Start Time,GPS waypoint,"Anth Edge, River, Interior, Both 100m",Anth Edge or Interior 100m,50m Anth or Interior,"50m Anth, Riparian, Interior, Both Anth and River",FocAl Age/Sex,Scan,Activity ,Dist to NN (m) with >10m,# NN within 5 m,lat,lon,Anth Distance,Raw River Distance
Ariel Aguirre,La Selva,20240601,1009,OHB5046,I,I,I,I,A,14,M,,,10.43322603,-84.007277,135.084,135.127
Ariel Aguirre,La Selva,20240601,1009,OHB5046,I,I,I,I,A,15,R,,,10.43322603,-84.007277,135.084,135.127
Ariel Aguirre,La Selva,20240601,1051,OHB5047,E,E,E,E,A,1,R,,,10.43083099,-84.007151,0,210.901
Ariel Aguirre,La Selva,20240601,1051,OHB5047,E,E,E,E,A,2,R,,,10.43083099,-84.007151,0,210.901
Ariel Aguirre,La Selva,20240601,1051,OHB5047,E,E,E,E,A,3,R,,,10.43083099,-84.007151,0,210.901
Ariel Aguirre,La Selva,20240601,1051,OHB5047,E,E,E,E,A,4,R,,,10.43083099,-84.007151,0,210.901
Ariel Aguirre,La Selva,20240601,1051,OHB5047,E,E,E,E,A,5,R,,,10.43083099,-84.007151,0,210.901
Ariel Aguirre,La Selva,20240601,1051,OHB5047,E,E,E,E,A,6,R,,,10.43083099,-84.007151,0,210.901
Ariel Aguirre,La Selva,20240601,1051,OHB5047,E,E,E,E,A,7,R,,,10.43083099,-84.007151,0,210.901
Ariel Aguirre,La Selva,20240601,1051,OHB5047,E,E,E,E,A,8,R,,,10.43083099,-84.007151,0,210.901
Ariel Aguirre,La Selva,20240601,1051,OHB5047,E,E,E,E,A,9,R,,,10.43083099,-84.007151,0,210.901
Ariel Aguirre,La Selva,20240601,1051,OHB5047,E,E,E,E,A,10,R,,,10.43083099,-84.007151,0,210.901
Ariel Aguirre,La Selva,20240601,1051,OHB5047,E,E,E,E,A,11,R,,,10.43083099,-84.007151,0,210.901
Ariel Aguirre,La Selva,20240601,1051,OHB5047,E,E,E,E,A,12,R,,,10.43083099,-84.007151,0,210.901
Ariel Aguirre,La Selva,20240601,1051,OHB5047,E,E,E,E,A,13,R,,,10.43083099,-84.007151,0,210.901
Ariel Aguirre,La Selva,20240601,1051,OHB5047,E,E,E,E,A,14,R,,,10.43083099,-84.007151,0,210.901
Ariel Aguirre,La Selva,20240601,1051,OHB5047,E,E,E,E,A,15,R,,,10.43083099,-84.007151,0,210.901
Ariel Aguirre,La Selva,20240602,805,OHB5048,B,E,E,B,AF,1,OV,,,10.42948301,-84.004297,18.412,18.401
Ariel Aguirre,La Selva,20240602,805,OHB5048,B,E,E,B,AF,2,OV,,,10.42948301,-84.004297,18.412,18.401
Ariel Aguirre,La Selva,20240602,805,OHB5048,B,E,E,B,AF,3,OV,,,10.42948301,-84.004297,18.412,18.401
Ariel Aguirre,La Selva,20240602,805,OHB5048,B,E,E,B,AF,4,L,,,10.42948301,-84.004297,18.412,18.401
Ariel Aguirre,La Selva,20240602,805,OHB5048,B,E,E,B,AF,5,F,,,10.42948301,-84.004297,18.412,18.401
Ariel Aguirre,La Selva,20240602,805,OHB5048,B,E,E,B,AF,6,F,,,10.42948301,-84.004297,18.412,18.401
Ariel Aguirre,La Selva,20240602,805,OHB5048,B,E,E,B,AF,7,F,,,10.42948301,-84.004297,18.412,18.401
Ariel Aguirre,La Selva,20240602,805,OHB5048,B,E,E,B,AF,8,L,,,10.42948301,-84.004297,18.412,18.401
Ariel Aguirre,La Selva,20240602,805,OHB5048,B,E,E,B,AF,9,R,,,10.42948301,-84.004297,18.412,18.401
Ariel Aguirre,La Selva,20240602,805,OHB5048,B,E,E,B,AF,10,L,,,10.42948301,-84.004297,18.412,18.401
Ariel Aguirre,La Selva,20240602,805,OHB5048,B,E,E,B,AF,11,R,,,10.42948301,-84.004297,18.412,18.401
Ariel Aguirre,La Selva,20240602,805,OHB5048,B,E,E,B,AF,12,L,,,10.42948301,-84.004297,18.412,18.401
Ariel Aguirre,La Selva,20240602,805,OHB5048,B,E,E,B,AF,13,F,,,10.42948301,-84.004297,18.412,18.401
Ariel Aguirre,La Selva,20240602,805,OHB5048,B,E,E,B,AF,14,OV,,,10.42948301,-84.004297,18.412,18.401
Ariel Aguirre,La Selva,20240602,805,OHB5048,B,E,E,B,AF,15,OV,,,10.42948301,-84.004297,18.412,18.401
Ariel Aguirre,La Selva,20240602,855,OHB5049,I,I,I,I,AM,1,R,,,10.43343902,-84.007478,145.299,145.325
Ariel Aguirre,La Selva,20240602,855,OHB5049,I,I,I,I,AM,2,R,,,10.43343902,-84.007478,145.299,145.325
Ariel Aguirre,La Selva,20240602,855,OHB5049,I,I,I,I,AM,3,R,,,10.43343902,-84.007478,145.299,145.325
Ariel Aguirre,La Selva,20240602,855,OHB5049,I,I,I,I,AM,4,R,,,10.43343902,-84.007478,145.299,145.325
Ariel Aguirre,La Selva,20240602,855,OHB5049,I,I,I,I,AM,5,R,,,10.43343902,-84.007478,145.299,145.325
Ariel Aguirre,La Selva,20240602,855,OHB5049,I,I,I,I,AM,6,R,,,10.43343902,-84.007478,145.299,145.325
Ariel Aguirre,La Selva,20240602,855,OHB5049,I,I,I,I,AM,7,R,,,10.43343902,-84.007478,145.299,145.325
Ariel Aguirre,La Selva,20240602,855,OHB5049,I,I,I,I,AM,8,R,,,10.43343902,-84.007478,145.299,145.325
Ariel Aguirre,La Selva,20240602,855,OHB5049,I,I,I,I,AM,9,R,,,10.43343902,-84.007478,145.299,145.325
Ariel Aguirre,La Selva,20240602,855,OHB5049,I,I,I,I,AM,10,R,,,10.43343902,-84.007478,145.299,145.325
Ariel Aguirre,La Selva,20240602,855,OHB5049,I,I,I,I,AM,11,R,,,10.43343902,-84.007478,145.299,145.325
Ariel Aguirre,La Selva,20240602,855,OHB5049,I,I,I,I,AM,12,R,,,10.43343902,-84.007478,145.299,145.325
Ariel Aguirre,La Selva,20240602,855,OHB5049,I,I,I,I,AM,13,R,,,10.43343902,-84.007478,145.299,145.325
Ariel Aguirre,La Selva,20240602,855,OHB5049,I,I,I,I,AM,14,R,,,10.43343902,-84.007478,145.299,145.325
Ariel Aguirre,La Selva,20240602,855,OHB5049,I,I,I,I,AM,15,R,,,10.43343902,-84.007478,145.299,145.325
Ariel Aguirre,La Selva,20240602,925,OHB5050,I,I,I,I,AF,1,R,,,10.433465,-84.007444,140.692,140.713
Ariel Aguirre,La Selva,20240602,925,OHB5050,I,I,I,I,AF,2,R,,,10.433465,-84.007444,140.692,140.713
Ariel Aguirre,La Selva,20240602,925,OHB5050,I,I,I,I,AF,3,R,,,10.433465,-84.007444,140.692,140.713
Ariel Aguirre,La Selva,20240602,925,OHB5050,I,I,I,I,AF,4,R,,,10.433465,-84.007444,140.692,140.713
Ariel Aguirre,La Selva,20240602,925,OHB5050,I,I,I,I,AF,5,R,,,10.433465,-84.007444,140.692,140.713
Ariel Aguirre,La Selva,20240602,925,OHB5050,I,I,I,I,AF,6,R,,,10.433465,-84.007444,140.692,140.713
Ariel Aguirre,La Selva,20240602,925,OHB5050,I,I,I,I,AF,7,R,,,10.433465,-84.007444,140.692,140.713
Ariel Aguirre,La Selva,20240602,925,OHB5050,I,I,I,I,AF,8,R,,,10.433465,-84.007444,140.692,140.713
Ariel Aguirre,La Selva,20240602,925,OHB5050,I,I,I,I,AF,9,R,,,10.433465,-84.007444,140.692,140.713
Ariel Aguirre,La Selva,20240602,925,OHB5050,I,I,I,I,AF,10,R,,,10.433465,-84.007444,140.692,140.713
Ariel Aguirre,La Selva,20240602,925,OHB5050,I,I,I,I,AF,11,R,,,10.433465,-84.007444,140.692,140.713
Ariel Aguirre,La Selva,20240602,925,OHB5050,I,I,I,I,AF,12,R,,,10.433465,-84.007444,140.692,140.713
Ariel Aguirre,La Selva,20240602,925,OHB5050,I,I,I,I,AF,13,R,,,10.433465,-84.007444,140.692,140.713
Ariel Aguirre,La Selva,20240602,925,OHB5050,I,I,I,I,AF,14,R,,,10.433465,-84.007444,140.692,140.713
Ariel Aguirre,La Selva,20240602,925,OHB5050,I,I,I,I,AF,15,R,,,10.433465,-84.007444,140.692,140.713
Ariel Aguirre,La Selva,20240602,955,OHB5051,I,I,I,I,AM,1,R,,,10.43334003,-84.007396,143.979,143.978
Ariel Aguirre,La Selva,20240602,955,OHB5051,I,I,I,I,AM,2,R,,,10.43334003,-84.007396,143.979,143.978
Ariel Aguirre,La Selva,20240602,955,OHB5051,I,I,I,I,AM,3,R,,,10.43334003,-84.007396,143.979,143.978
Ariel Aguirre,La Selva,20240602,955,OHB5051,I,I,I,I,AM,4,R,,,10.43334003,-84.007396,143.979,143.978
Ariel Aguirre,La Selva,20240602,955,OHB5051,I,I,I,I,AM,5,R,,,10.43334003,-84.007396,143.979,143.978
Ariel Aguirre,La Selva,20240602,955,OHB5051,I,I,I,I,AM,6,R,,,10.43334003,-84.007396,143.979,143.978
Ariel Aguirre,La Selva,20240602,955,OHB5051,I,I,I,I,AM,7,R,,,10.43334003,-84.007396,143.979,143.978
Ariel Aguirre,La Selva,20240602,955,OHB5051,I,I,I,I,AM,8,R,,,10.43334003,-84.007396,143.979,143.978
Ariel Aguirre,La Selva,20240602,955,OHB5051,I,I,I,I,AM,9,R,,,10.43334003,-84.007396,143.979,143.978
Ariel Aguirre,La Selva,20240602,955,OHB5051,I,I,I,I,AM,10,R,,,10.43334003,-84.007396,143.979,143.978
Ariel Aguirre,La Selva,20240602,955,OHB5051,I,I,I,I,AM,11,R,,,10.43334003,-84.007396,143.979,143.978
Ariel Aguirre,La Selva,20240602,955,OHB5051,I,I,I,I,AM,12,R,,,10.43334003,-84.007396,143.979,143.978
Ariel Aguirre,La Selva,20240602,955,OHB5051,I,I,I,I,AM,13,R,,,10.43334003,-84.007396,143.979,143.978
Ariel Aguirre,La Selva,20240602,955,OHB5051,I,I,I,I,AM,14,R,,,10.43334003,-84.007396,143.979,143.978
Ariel Aguirre,La Selva,20240602,955,OHB5051,I,I,I,I,AM,15,R,,,10.43334003,-84.007396,143.979,143.978
Ariel Aguirre,La Selva,20240603,802,OHB5052,B,E,E,B,AF,1,R,,,NA,NA,NA,NA
Ariel Aguirre,La Selva,20240603,802,OHB5052,B,E,E,B,AF,2,R,,,NA,NA,NA,NA
Ariel Aguirre,La Selva,20240603,802,OHB5052,B,E,E,B,AF,3,R,,,NA,NA,NA,NA
Ariel Aguirre,La Selva,20240603,802,OHB5052,B,E,E,B,AF,4,R,,,NA,NA,NA,NA
Ariel Aguirre,La Selva,20240603,802,OHB5052,B,E,E,B,AF,5,R,,,NA,NA,NA,NA
Ariel Aguirre,La Selva,20240603,802,OHB5052,B,E,E,B,AF,6,R,,,NA,NA,NA,NA
Ariel Aguirre,La Selva,20240603,802,OHB5052,B,E,E,B,AF,7,R,,,NA,NA,NA,NA
Ariel Aguirre,La Selva,20240603,802,OHB5052,B,E,E,B,AF,8,R,,,NA,NA,NA,NA
Ariel Aguirre,La Selva,20240603,802,OHB5052,B,E,E,B,AF,9,R,,,NA,NA,NA,NA
Ariel Aguirre,La Selva,20240603,802,OHB5052,B,E,E,B,AF,10,R,,,NA,NA,NA,NA
Ariel Aguirre,La Selva,20240603,802,OHB5052,B,E,E,B,AF,11,R,,,NA,NA,NA,NA
Ariel Aguirre,La Selva,20240603,802,OHB5052,B,E,E,B,AF,12,R,,,NA,NA,NA,NA
Ariel Aguirre,La Selva,20240603,802,OHB5052,B,E,E,B,AF,13,R,,,NA,NA,NA,NA
Ariel Aguirre,La Selva,20240603,802,OHB5052,B,E,E,B,AF,14,R,,,NA,NA,NA,NA
Ariel Aguirre,La Selva,20240603,802,OHB5052,B,E,E,B,AF,15,R,,,NA,NA,NA,NA
Ariel Aguirre,La Selva,20240603,928,OHB5053,I,I,I,I,AF,1,F,,,NA,NA,NA,NA
Ariel Aguirre,La Selva,20240603,928,OHB5053,I,I,I,I,AF,2,F,,,NA,NA,NA,NA
Ariel Aguirre,La Selva,20240603,928,OHB5053,I,I,I,I,AF,3,F,,,NA,NA,NA,NA
Ariel Aguirre,La Selva,20240603,928,OHB5053,I,I,I,I,AF,4,F,,,NA,NA,NA,NA
Ariel Aguirre,La Selva,20240603,928,OHB5053,I,I,I,I,AF,5,OV,,,NA,NA,NA,NA
Ariel Aguirre,La Selva,20240603,928,OHB5053,I,I,I,I,AF,6,L,,,NA,NA,NA,NA
Ariel Aguirre,La Selva,20240603,928,OHB5053,I,I,I,I,AF,7,F,,,NA,NA,NA,NA
Ariel Aguirre,La Selva,20240603,928,OHB5053,I,I,I,I,AF,8,F,,,NA,NA,NA,NA
Ariel Aguirre,La Selva,20240603,928,OHB5053,I,I,I,I,AF,9,F,,,NA,NA,NA,NA
Ariel Aguirre,La Selva,20240603,928,OHB5053,I,I,I,I,AF,10,F,,,NA,NA,NA,NA
Ariel Aguirre,La Selva,20240603,928,OHB5053,I,I,I,I,AF,11,F,,,NA,NA,NA,NA
Ariel Aguirre,La Selva,20240603,928,OHB5053,I,I,I,I,AF,12,R,,,NA,NA,NA,NA
Ariel Aguirre,La Selva,20240603,928,OHB5053,I,I,I,I,AF,13,OV,,,NA,NA,NA,NA
Ariel Aguirre,La Selva,20240603,928,OHB5053,I,I,I,I,AF,14,OV,,,NA,NA,NA,NA
Ariel Aguirre,La Selva,20240603,928,OHB5053,I,I,I,I,AF,15,OV,,,NA,NA,NA,NA
Ariel Aguirre,La Selva,20240603,1000,OHB5054,I,I,I,I,AM,1,R,,,NA,NA,NA,NA
Ariel Aguirre,La Selva,20240603,1000,OHB5054,I,I,I,I,AM,2,R,,,NA,NA,NA,NA
Ariel Aguirre,La Selva,20240603,1000,OHB5054,I,I,I,I,AM,3,R,,,NA,NA,NA,NA
Ariel Aguirre,La Selva,20240603,1000,OHB5054,I,I,I,I,AM,4,R,,,NA,NA,NA,NA
Ariel Aguirre,La Selva,20240603,1000,OHB5054,I,I,I,I,AM,5,R,,,NA,NA,NA,NA
Ariel Aguirre,La Selva,20240603,1000,OHB5054,I,I,I,I,AM,6,R,,,NA,NA,NA,NA
Ariel Aguirre,La Selva,20240603,1000,OHB5054,I,I,I,I,AM,7,R,,,NA,NA,NA,NA
Ariel Aguirre,La Selva,20240603,1000,OHB5054,I,I,I,I,AM,8,R,,,NA,NA,NA,NA
Ariel Aguirre,La Selva,20240603,1000,OHB5054,I,I,I,I,AM,9,R,,,NA,NA,NA,NA
Ariel Aguirre,La Selva,20240603,1000,OHB5054,I,I,I,I,AM,10,R,,,NA,NA,NA,NA
Ariel Aguirre,La Selva,20240603,1000,OHB5054,I,I,I,I,AM,11,R,,,NA,NA,NA,NA
Ariel Aguirre,La Selva,20240603,1000,OHB5054,I,I,I,I,AM,12,R,,,NA,NA,NA,NA
Ariel Aguirre,La Selva,20240603,1000,OHB5054,I,I,I,I,AM,13,R,,,NA,NA,NA,NA
Ariel Aguirre,La Selva,20240603,1000,OHB5054,I,I,I,I,AM,14,R,,,NA,NA,NA,NA
Ariel Aguirre,La Selva,20240603,1000,OHB5054,I,I,I,I,AM,15,R,,,NA,NA,NA,NA
Ariel Aguirre,La Selva,20240603,1032,OHB5055,I,I,I,I,A,1,R,,,NA,NA,NA,NA
Ariel Aguirre,La Selva,20240603,1032,OHB5055,I,I,I,I,A,2,F,,,NA,NA,NA,NA
Ariel Aguirre,La Selva,20240603,1032,OHB5055,I,I,I,I,A,3,L,,,NA,NA,NA,NA
Ariel Aguirre,La Selva,20240603,1032,OHB5055,I,I,I,I,A,4,OV,,,NA,NA,NA,NA
Ariel Aguirre,La Selva,20240603,1032,OHB5055,I,I,I,I,A,5,L,,,NA,NA,NA,NA
Ariel Aguirre,La Selva,20240603,1032,OHB5055,I,I,I,I,A,6,R,,,NA,NA,NA,NA
Ariel Aguirre,La Selva,20240603,1032,OHB5055,I,I,I,I,A,7,R,,,NA,NA,NA,NA
Ariel Aguirre,La Selva,20240603,1032,OHB5055,I,I,I,I,A,8,R,,,NA,NA,NA,NA
Ariel Aguirre,La Selva,20240603,1032,OHB5055,I,I,I,I,A,9,R,,,NA,NA,NA,NA
Ariel Aguirre,La Selva,20240603,1032,OHB5055,I,I,I,I,A,10,R,,,NA,NA,NA,NA
Ariel Aguirre,La Selva,20240603,1032,OHB5055,I,I,I,I,A,11,R,,,NA,NA,NA,NA
Ariel Aguirre,La Selva,20240603,1032,OHB5055,I,I,I,I,A,12,R,,,NA,NA,NA,NA
Ariel Aguirre,La Selva,20240603,1032,OHB5055,I,I,I,I,A,13,R,,,NA,NA,NA,NA
Ariel Aguirre,La Selva,20240603,1032,OHB5055,I,I,I,I,A,14,R,,,NA,NA,NA,NA
Ariel Aguirre,La Selva,20240603,1032,OHB5055,I,I,I,I,A,15,R,,,NA,NA,NA,NA
,,,,,,,,,,,,,,,,,
