Observer ,SITE NAME,Date,Start Time,GPS waypoint,"Anth Edge, River, Interior, Both 100m",Anth Edge or Interior 100m,50m Anth or Interior,"50m Anth, Riparian, Interior, Both Anth and River",FocAl Age/Sex,Scan,Activity ,Dist to NN (m) with >10m,# NN within 5 m,lat,lon,Anth Distance,Raw River Distance
Reilly Miller,La Selva,20230519,918,OHB3002,B,E,E,E,AM,6,OV,,,10.430383,-84.003506,0.212981102,70.07639145
Reilly Miller,La Selva,20230519,918,OHB3002,B,E,E,E,AM,7,OV,,,10.430383,-84.003506,0.212981102,70.07639145
Reilly Miller,La Selva,20230519,918,OHB3002,B,E,E,E,AM,8,L,,,10.430383,-84.003506,0.212981102,70.07639145
Reilly Miller,La Selva,20230519,918,OHB3002,B,E,E,E,AM,9,R,,,10.430383,-84.003506,0.212981102,70.07639145
Reilly Miller,La Selva,20230519,918,OHB3002,B,E,E,E,AM,10,R,,,10.430383,-84.003506,0.212981102,70.07639145
Reilly Miller,La Selva,20230519,918,OHB3002,B,E,E,E,AM,11,R,,,10.430383,-84.003506,0.212981102,70.07639145
Reilly Miller,La Selva,20230519,918,OHB3002,B,E,E,E,AM,12,R,,,10.430383,-84.003506,0.212981102,70.07639145
Reilly Miller,La Selva,20230519,918,OHB3002,B,E,E,E,AM,13,R,,,10.430383,-84.003506,0.212981102,70.07639145
Reilly Miller,La Selva,20230519,918,OHB3002,B,E,E,E,AM,14,R,,,10.430383,-84.003506,0.212981102,70.07639145
Reilly Miller,La Selva,20230519,918,OHB3002,B,E,E,E,AM,15,R,,,10.430383,-84.003506,0.212981102,70.07639145
Reilly Miller,La Selva,20230520,830,OHB3003,B,E,E,B,AF,1,F,,,10.430932,-84.005531,13.2550641,39.84550952
Reilly Miller,La Selva,20230520,830,OHB3003,B,E,E,B,AF,2,OV,,,10.430932,-84.005531,13.2550641,39.84550952
Reilly Miller,La Selva,20230520,830,OHB3003,B,E,E,B,AF,3,L,,,10.430932,-84.005531,13.2550641,39.84550952
Reilly Miller,La Selva,20230520,830,OHB3003,B,E,E,B,AF,4,F,,,10.430932,-84.005531,13.2550641,39.84550952
Reilly Miller,La Selva,20230520,830,OHB3003,B,E,E,B,AF,5,R,,,10.430932,-84.005531,13.2550641,39.84550952
Reilly Miller,La Selva,20230520,830,OHB3003,B,E,E,B,AF,6,R,,,10.430932,-84.005531,13.2550641,39.84550952
Reilly Miller,La Selva,20230520,830,OHB3003,B,E,E,B,AF,7,R,,,10.430932,-84.005531,13.2550641,39.84550952
Reilly Miller,La Selva,20230520,830,OHB3003,B,E,E,B,AF,8,R,,,10.430932,-84.005531,13.2550641,39.84550952
Reilly Miller,La Selva,20230520,830,OHB3003,B,E,E,B,AF,9,R,,,10.430932,-84.005531,13.2550641,39.84550952
Reilly Miller,La Selva,20230520,830,OHB3003,B,E,E,B,AF,10,R,,,10.430932,-84.005531,13.2550641,39.84550952
Reilly Miller,La Selva,20230520,830,OHB3003,B,E,E,B,AF,11,R,,,10.430932,-84.005531,13.2550641,39.84550952
Reilly Miller,La Selva,20230520,830,OHB3003,B,E,E,B,AF,12,R,,,10.430932,-84.005531,13.2550641,39.84550952
Reilly Miller,La Selva,20230520,830,OHB3003,B,E,E,B,AF,14,R,,,10.430932,-84.005531,13.2550641,39.84550952
Reilly Miller,La Selva,20230520,830,OHB3003,B,E,E,B,AF,15,F,,,10.430932,-84.005531,13.2550641,39.84550952
Amy Schreier,La Selva,20230520,838,OHB7701,B,E,E,B,AF,1,F,8,0,10.431065,-84.005613,0,43.53608279
Amy Schreier,La Selva,20230520,838,OHB7701,B,E,E,B,AF,2,R,8,0,10.431065,-84.005613,0,43.53608279
Amy Schreier,La Selva,20230520,838,OHB7701,B,E,E,B,AF,3,OV,,,10.431065,-84.005613,0,43.53608279
Amy Schreier,La Selva,20230520,838,OHB7701,B,E,E,B,AF,4,OV,,,10.431065,-84.005613,0,43.53608279
Amy Schreier,La Selva,20230520,838,OHB7701,B,E,E,B,AF,5,R,,,10.431065,-84.005613,0,43.53608279
Amy Schreier,La Selva,20230520,838,OHB7701,B,E,E,B,AF,6,F,,,10.431065,-84.005613,0,43.53608279
Amy Schreier,La Selva,20230520,838,OHB7701,B,E,E,B,AF,7,R,,,10.431065,-84.005613,0,43.53608279
Amy Schreier,La Selva,20230520,838,OHB7701,B,E,E,B,AF,8,F,,,10.431065,-84.005613,0,43.53608279
Amy Schreier,La Selva,20230520,838,OHB7701,B,E,E,B,AF,9,OV,,,10.431065,-84.005613,0,43.53608279
Amy Schreier,La Selva,20230520,838,OHB7701,B,E,E,B,AF,10,F,,,10.431065,-84.005613,0,43.53608279
Amy Schreier,La Selva,20230520,838,OHB7701,B,E,E,B,AF,11,R,,,10.431065,-84.005613,0,43.53608279
Amy Schreier,La Selva,20230520,838,OHB7701,B,E,E,B,AF,12,L,,,10.431065,-84.005613,0,43.53608279
Amy Schreier,La Selva,20230520,838,OHB7701,B,E,E,B,AF,13,L,,,10.431065,-84.005613,0,43.53608279
Amy Schreier,La Selva,20230520,838,OHB7701,B,E,E,B,AF,14,R,,,10.431065,-84.005613,0,43.53608279
Amy Schreier,La Selva,20230520,838,OHB7701,B,E,E,B,AF,15,F,,,10.431065,-84.005613,0,43.53608279
Reilly Miller,La Selva,20230520,922,OHB3004,B,E,E,B,AF,1,R,,,10.430975,-84.005641,4.75826933,49.65270041
Reilly Miller,La Selva,20230520,922,OHB3004,B,E,E,B,AF,2,R,,,10.430975,-84.005641,4.75826933,49.65270041
Reilly Miller,La Selva,20230520,922,OHB3004,B,E,E,B,AF,3,F,,,10.430975,-84.005641,4.75826933,49.65270041
Reilly Miller,La Selva,20230520,922,OHB3004,B,E,E,B,AF,4,F,,,10.430975,-84.005641,4.75826933,49.65270041
Reilly Miller,La Selva,20230520,922,OHB3004,B,E,E,B,AF,5,R,,,10.430975,-84.005641,4.75826933,49.65270041
Reilly Miller,La Selva,20230520,922,OHB3004,B,E,E,B,AF,6,F,,,10.430975,-84.005641,4.75826933,49.65270041
Reilly Miller,La Selva,20230520,922,OHB3004,B,E,E,B,AF,7,F,,,10.430975,-84.005641,4.75826933,49.65270041
Reilly Miller,La Selva,20230520,922,OHB3004,B,E,E,B,AF,8,F,,,10.430975,-84.005641,4.75826933,49.65270041
Reilly Miller,La Selva,20230520,922,OHB3004,B,E,E,B,AF,9,L,,,10.430975,-84.005641,4.75826933,49.65270041
Reilly Miller,La Selva,20230520,922,OHB3004,B,E,E,B,AF,10,L,,,10.430975,-84.005641,4.75826933,49.65270041
Reilly Miller,La Selva,20230520,922,OHB3004,B,E,E,B,AF,11,L,,,10.430975,-84.005641,4.75826933,49.65270041
Reilly Miller,La Selva,20230520,922,OHB3004,B,E,E,B,AF,12,F,,,10.430975,-84.005641,4.75826933,49.65270041
Reilly Miller,La Selva,20230520,922,OHB3004,B,E,E,B,AF,13,R,,,10.430975,-84.005641,4.75826933,49.65270041
Reilly Miller,La Selva,20230520,922,OHB3004,B,E,E,B,AF,14,R,,,10.430975,-84.005641,4.75826933,49.65270041
Reilly Miller,La Selva,20230520,922,OHB3004,B,E,E,B,AF,15,R,,,10.430975,-84.005641,4.75826933,49.65270041
Reilly Miller,La Selva,20230520,1327,OHB3005,I,I,I,I,AM,1,R,,,10.434009,-84.008029,133.810998,133.8776162
Reilly Miller,La Selva,20230520,1327,OHB3005,I,I,I,I,AM,2,R,,,10.434009,-84.008029,133.810998,133.8776162
Reilly Miller,La Selva,20230520,1327,OHB3005,I,I,I,I,AM,3,R,,,10.434009,-84.008029,133.810998,133.8776162
Reilly Miller,La Selva,20230520,1327,OHB3005,I,I,I,I,AM,4,R,,,10.434009,-84.008029,133.810998,133.8776162
Reilly Miller,La Selva,20230520,1327,OHB3005,I,I,I,I,AM,5,R,,,10.434009,-84.008029,133.810998,133.8776162
Reilly Miller,La Selva,20230520,1327,OHB3005,I,I,I,I,AM,6,R,,,10.434009,-84.008029,133.810998,133.8776162
Reilly Miller,La Selva,20230520,1327,OHB3005,I,I,I,I,AM,7,R,,,10.434009,-84.008029,133.810998,133.8776162
Reilly Miller,La Selva,20230520,1327,OHB3005,I,I,I,I,AM,8,R,,,10.434009,-84.008029,133.810998,133.8776162
Reilly Miller,La Selva,20230520,1327,OHB3005,I,I,I,I,AM,9,R,,,10.434009,-84.008029,133.810998,133.8776162
Reilly Miller,La Selva,20230520,1327,OHB3005,I,I,I,I,AM,10,R,,,10.434009,-84.008029,133.810998,133.8776162
Reilly Miller,La Selva,20230520,1327,OHB3005,I,I,I,I,AM,11,R,,,10.434009,-84.008029,133.810998,133.8776162
Reilly Miller,La Selva,20230520,1327,OHB3005,I,I,I,I,AM,12,R,,,10.434009,-84.008029,133.810998,133.8776162
Reilly Miller,La Selva,20230520,1327,OHB3005,I,I,I,I,AM,13,R,,,10.434009,-84.008029,133.810998,133.8776162
Reilly Miller,La Selva,20230520,1327,OHB3005,I,I,I,I,AM,14,R,,,10.434009,-84.008029,133.810998,133.8776162
Reilly Miller,La Selva,20230520,1327,OHB3005,I,I,I,I,AM,15,L,,,10.434009,-84.008029,133.810998,133.8776162
Reilly Miller,La Selva,20230520,1715,OHB3006,I,I,I,I,AM,1,R,,,10.434015,-84.007987,130.3670304,130.4259996
Reilly Miller,La Selva,20230520,1715,OHB3006,I,I,I,I,AM,2,R,,,10.434015,-84.007987,130.3670304,130.4259996
Reilly Miller,La Selva,20230520,1715,OHB3006,I,I,I,I,AM,3,R,,,10.434015,-84.007987,130.3670304,130.4259996
Reilly Miller,La Selva,20230520,1715,OHB3006,I,I,I,I,AM,4,R,,,10.434015,-84.007987,130.3670304,130.4259996
Reilly Miller,La Selva,20230520,1715,OHB3006,I,I,I,I,AM,5,R,,,10.434015,-84.007987,130.3670304,130.4259996
Reilly Miller,La Selva,20230520,1715,OHB3006,I,I,I,I,AM,6,R,,,10.434015,-84.007987,130.3670304,130.4259996
Reilly Miller,La Selva,20230520,1715,OHB3006,I,I,I,I,AM,7,R,,,10.434015,-84.007987,130.3670304,130.4259996
Reilly Miller,La Selva,20230520,1715,OHB3006,I,I,I,I,AM,8,F,,,10.434015,-84.007987,130.3670304,130.4259996
Reilly Miller,La Selva,20230520,1715,OHB3006,I,I,I,I,AM,9,R,,,10.434015,-84.007987,130.3670304,130.4259996
Reilly Miller,La Selva,20230520,1715,OHB3006,I,I,I,I,AM,10,F,,,10.434015,-84.007987,130.3670304,130.4259996
Reilly Miller,La Selva,20230520,1715,OHB3006,I,I,I,I,AM,11,L,,,10.434015,-84.007987,130.3670304,130.4259996
Reilly Miller,La Selva,20230520,1715,OHB3006,I,I,I,I,AM,12,L,,,10.434015,-84.007987,130.3670304,130.4259996
Reilly Miller,La Selva,20230520,1715,OHB3006,I,I,I,I,AM,13,R,,,10.434015,-84.007987,130.3670304,130.4259996
Reilly Miller,La Selva,20230520,1715,OHB3006,I,I,I,I,AM,14,R,,,10.434015,-84.007987,130.3670304,130.4259996
Reilly Miller,La Selva,20230520,1715,OHB3006,I,I,I,I,AM,15,F,,,10.434015,-84.007987,130.3670304,130.4259996
Reilly Miller,La Selva,20230521,755,OHB3007,B,E,E,B,AM,1,R,,,10.431357,-84.00502,4.577206252,0
Reilly Miller,La Selva,20230521,755,OHB3007,B,E,E,B,AM,2,R,,,10.431357,-84.00502,4.577206252,0
Reilly Miller,La Selva,20230521,755,OHB3007,B,E,E,B,AM,3,R,,,10.431357,-84.00502,4.577206252,0
Reilly Miller,La Selva,20230521,755,OHB3007,B,E,E,B,AM,4,R,,,10.431357,-84.00502,4.577206252,0
Reilly Miller,La Selva,20230521,755,OHB3007,B,E,E,B,AM,5,R,,,10.431357,-84.00502,4.577206252,0
Reilly Miller,La Selva,20230521,755,OHB3007,B,E,E,B,AM,6,R,,,10.431357,-84.00502,4.577206252,0
Reilly Miller,La Selva,20230521,755,OHB3007,B,E,E,B,AM,7,R,,,10.431357,-84.00502,4.577206252,0
Reilly Miller,La Selva,20230521,755,OHB3007,B,E,E,B,AM,8,R,,,10.431357,-84.00502,4.577206252,0
Reilly Miller,La Selva,20230521,755,OHB3007,B,E,E,B,AM,9,R,,,10.431357,-84.00502,4.577206252,0
Reilly Miller,La Selva,20230521,755,OHB3007,B,E,E,B,AM,10,R,,,10.431357,-84.00502,4.577206252,0
Reilly Miller,La Selva,20230521,755,OHB3007,B,E,E,B,AM,11,R,,,10.431357,-84.00502,4.577206252,0
Reilly Miller,La Selva,20230521,755,OHB3007,B,E,E,B,AM,12,R,,,10.431357,-84.00502,4.577206252,0
Reilly Miller,La Selva,20230521,755,OHB3007,B,E,E,B,AM,13,R,,,10.431357,-84.00502,4.577206252,0
Reilly Miller,La Selva,20230521,755,OHB3007,B,E,E,B,AM,14,R,,,10.431357,-84.00502,4.577206252,0
Reilly Miller,La Selva,20230521,755,OHB3007,B,E,E,B,AM,15,R,,,10.431357,-84.00502,4.577206252,0
Reilly Miller,La Selva,20230521,834,OHB3008,B,E,E,B,A,1,F,,,10.431357,-84.00502,4.577206252,0
Reilly Miller,La Selva,20230521,834,OHB3008,B,E,E,B,A,2,F,,,10.431357,-84.00502,4.577206252,0
Reilly Miller,La Selva,20230521,834,OHB3008,B,E,E,B,A,3,F,,,10.431357,-84.00502,4.577206252,0
Reilly Miller,La Selva,20230521,834,OHB3008,B,E,E,B,A,4,F,,,10.431357,-84.00502,4.577206252,0
Reilly Miller,La Selva,20230521,834,OHB3008,B,E,E,B,A,5,F,,,10.431357,-84.00502,4.577206252,0
Reilly Miller,La Selva,20230521,834,OHB3008,B,E,E,B,A,6,F,,,10.431357,-84.00502,4.577206252,0
Reilly Miller,La Selva,20230521,834,OHB3008,B,E,E,B,A,7,R,,,10.431357,-84.00502,4.577206252,0
Reilly Miller,La Selva,20230521,834,OHB3008,B,E,E,B,A,8,F,,,10.431357,-84.00502,4.577206252,0
Reilly Miller,La Selva,20230521,834,OHB3008,B,E,E,B,A,9,OV,,,10.431357,-84.00502,4.577206252,0
Reilly Miller,La Selva,20230521,834,OHB3008,B,E,E,B,A,10,OV,,,10.431357,-84.00502,4.577206252,0
Reilly Miller,La Selva,20230521,834,OHB3008,B,E,E,B,A,11,F,,,10.431357,-84.00502,4.577206252,0
Reilly Miller,La Selva,20230521,834,OHB3008,B,E,E,B,A,12,F,,,10.431357,-84.00502,4.577206252,0
Reilly Miller,La Selva,20230521,834,OHB3008,B,E,E,B,A,13,F,,,10.431357,-84.00502,4.577206252,0
Reilly Miller,La Selva,20230521,834,OHB3008,B,E,E,B,A,14,OV,,,10.431357,-84.00502,4.577206252,0
Reilly Miller,La Selva,20230521,834,OHB3008,B,E,E,B,A,15,OV,,,10.431357,-84.00502,4.577206252,0
Francesca Kaser,La Selva,20230518,1309,OHB1201,B,E,E,E,AM,1,R,3,,10.43093,-84.005827,0,70.57338167
Francesca Kaser,La Selva,20230518,1309,OHB1201,B,E,E,E,AM,2,R,4,,10.43093,-84.005827,0,70.57338167
Francesca Kaser,La Selva,20230518,1309,OHB1201,B,E,E,E,AM,3,R,4,,10.43093,-84.005827,0,70.57338167
Francesca Kaser,La Selva,20230518,1309,OHB1201,B,E,E,E,AM,4,R,4,,10.43093,-84.005827,0,70.57338167
Francesca Kaser,La Selva,20230518,1309,OHB1201,B,E,E,E,AM,5,R,4,,10.43093,-84.005827,0,70.57338167
Francesca Kaser,La Selva,20230518,1309,OHB1201,B,E,E,E,AM,6,R,4,,10.43093,-84.005827,0,70.57338167
Francesca Kaser,La Selva,20230518,1309,OHB1201,B,E,E,E,AM,7,R,4,,10.43093,-84.005827,0,70.57338167
Francesca Kaser,La Selva,20230518,1309,OHB1201,B,E,E,E,AM,8,R,4,,10.43093,-84.005827,0,70.57338167
Francesca Kaser,La Selva,20230518,1309,OHB1201,B,E,E,E,AM,9,R,4,,10.43093,-84.005827,0,70.57338167
Francesca Kaser,La Selva,20230518,1309,OHB1201,B,E,E,E,AM,10,R,4,,10.43093,-84.005827,0,70.57338167
Francesca Kaser,La Selva,20230518,1309,OHB1201,B,E,E,E,AM,11,F,6,,10.43093,-84.005827,0,70.57338167
Francesca Kaser,La Selva,20230518,1309,OHB1201,B,E,E,E,AM,12,R,8,,10.43093,-84.005827,0,70.57338167
Francesca Kaser,La Selva,20230518,1309,OHB1201,B,E,E,E,AM,13,R,6,,10.43093,-84.005827,0,70.57338167
Francesca Kaser,La Selva,20230518,1309,OHB1201,B,E,E,E,AM,14,R,8,,10.43093,-84.005827,0,70.57338167
Francesca Kaser,La Selva,20230518,1309,OHB1201,B,E,E,E,AM,15,R,2,,10.43093,-84.005827,0,70.57338167
Francesca Kaser,La Selva,20230518,1344,OHB1202,B,E,E,E,AF,1,R,0,,10.430831,-84.005694,17.28487069,60.56587092
Francesca Kaser,La Selva,20230518,1344,OHB1202,B,E,E,E,AF,2,R,,,10.430831,-84.005694,17.28487069,60.56587092
Francesca Kaser,La Selva,20230518,1344,OHB1202,B,E,E,E,AF,3,R,,,10.430831,-84.005694,17.28487069,60.56587092
Francesca Kaser,La Selva,20230518,1344,OHB1202,B,E,E,E,AF,4,R,,,10.430831,-84.005694,17.28487069,60.56587092
Francesca Kaser,La Selva,20230518,1344,OHB1202,B,E,E,E,AF,5,R,,,10.430831,-84.005694,17.28487069,60.56587092
Francesca Kaser,La Selva,20230518,1344,OHB1202,B,E,E,E,AF,6,R,4,,10.430831,-84.005694,17.28487069,60.56587092
Francesca Kaser,La Selva,20230518,1344,OHB1202,B,E,E,E,AF,7,R,4,,10.430831,-84.005694,17.28487069,60.56587092
Francesca Kaser,La Selva,20230518,1344,OHB1202,B,E,E,E,AF,8,R,4,,10.430831,-84.005694,17.28487069,60.56587092
Francesca Kaser,La Selva,20230518,1344,OHB1202,B,E,E,E,AF,9,R,,,10.430831,-84.005694,17.28487069,60.56587092
Francesca Kaser,La Selva,20230518,1344,OHB1202,B,E,E,E,AF,10,R,,,10.430831,-84.005694,17.28487069,60.56587092
Francesca Kaser,La Selva,20230518,1344,OHB1202,B,E,E,E,AF,11,R,,,10.430831,-84.005694,17.28487069,60.56587092
Francesca Kaser,La Selva,20230518,1344,OHB1202,B,E,E,E,AF,12,R,,,10.430831,-84.005694,17.28487069,60.56587092
Francesca Kaser,La Selva,20230518,1344,OHB1202,B,E,E,E,AF,13,R,,,10.430831,-84.005694,17.28487069,60.56587092
Francesca Kaser,La Selva,20230518,1344,OHB1202,B,E,E,E,AF,14,R,,,10.430831,-84.005694,17.28487069,60.56587092
Francesca Kaser,La Selva,20230518,1344,OHB1202,B,E,E,E,AF,15,R,,,10.430831,-84.005694,17.28487069,60.56587092
Francesca Kaser,La Selva,20230521,836,OHB1203,B,E,E,B,AF,1,R,,,10.43091,-84.0056,12.08918564,47.78563149
Francesca Kaser,La Selva,20230521,836,OHB1203,B,E,E,B,AF,2,R,,,10.43091,-84.0056,12.08918564,47.78563149
Francesca Kaser,La Selva,20230521,836,OHB1203,B,E,E,B,AF,3,R,,,10.43091,-84.0056,12.08918564,47.78563149
Francesca Kaser,La Selva,20230521,836,OHB1203,B,E,E,B,AF,4,R,,,10.43091,-84.0056,12.08918564,47.78563149
Francesca Kaser,La Selva,20230521,836,OHB1203,B,E,E,B,AF,5,L,,,10.43091,-84.0056,12.08918564,47.78563149
Francesca Kaser,La Selva,20230521,836,OHB1203,B,E,E,B,AF,6,R,,,10.43091,-84.0056,12.08918564,47.78563149
Francesca Kaser,La Selva,20230521,836,OHB1203,B,E,E,B,AF,7,OV,,,10.43091,-84.0056,12.08918564,47.78563149
Francesca Kaser,La Selva,20230521,836,OHB1203,B,E,E,B,AF,8,R,,,10.43091,-84.0056,12.08918564,47.78563149
Francesca Kaser,La Selva,20230521,836,OHB1203,B,E,E,B,AF,9,R,,,10.43091,-84.0056,12.08918564,47.78563149
Francesca Kaser,La Selva,20230521,836,OHB1203,B,E,E,B,AF,10,L,,,10.43091,-84.0056,12.08918564,47.78563149
Francesca Kaser,La Selva,20230521,836,OHB1203,B,E,E,B,AF,11,OV,,,10.43091,-84.0056,12.08918564,47.78563149
Francesca Kaser,La Selva,20230521,836,OHB1203,B,E,E,B,AF,12,OV,,,10.43091,-84.0056,12.08918564,47.78563149
Francesca Kaser,La Selva,20230521,836,OHB1203,B,E,E,B,AF,13,F,10,,10.43091,-84.0056,12.08918564,47.78563149
Francesca Kaser,La Selva,20230521,836,OHB1203,B,E,E,B,AF,14,F,9,,10.43091,-84.0056,12.08918564,47.78563149
Francesca Kaser,La Selva,20230521,836,OHB1203,B,E,E,B,AF,15,F,4,,10.43091,-84.0056,12.08918564,47.78563149
Francesca Kaser,La Selva,20230521,947,OHB1204,I,I,I,I,AF,1,R,3,2,10.43341,-84.0046,104.3803789,104.3942868
Francesca Kaser,La Selva,20230521,947,OHB1204,I,I,I,I,AF,2,R,,,10.43341,-84.0046,104.3803789,104.3942868
Francesca Kaser,La Selva,20230521,947,OHB1204,I,I,I,I,AF,3,R,5,,10.43341,-84.0046,104.3803789,104.3942868
Francesca Kaser,La Selva,20230521,947,OHB1204,I,I,I,I,AF,4,F,,,10.43341,-84.0046,104.3803789,104.3942868
Francesca Kaser,La Selva,20230521,947,OHB1204,I,I,I,I,AF,5,L,,,10.43341,-84.0046,104.3803789,104.3942868
Francesca Kaser,La Selva,20230521,947,OHB1204,I,I,I,I,AF,6,L,,,10.43341,-84.0046,104.3803789,104.3942868
Francesca Kaser,La Selva,20230521,947,OHB1204,I,I,I,I,AF,7,R,0,,10.43341,-84.0046,104.3803789,104.3942868
Francesca Kaser,La Selva,20230521,947,OHB1204,I,I,I,I,AF,8,R,0.5,,10.43341,-84.0046,104.3803789,104.3942868
Francesca Kaser,La Selva,20230521,947,OHB1204,I,I,I,I,AF,9,R,0.5,,10.43341,-84.0046,104.3803789,104.3942868
Francesca Kaser,La Selva,20230521,947,OHB1204,I,I,I,I,AF,10,L,,,10.43341,-84.0046,104.3803789,104.3942868
Francesca Kaser,La Selva,20230521,947,OHB1204,I,I,I,I,AF,11,OV,,,10.43341,-84.0046,104.3803789,104.3942868
Francesca Kaser,La Selva,20230521,947,OHB1204,I,I,I,I,AF,12,OV,,,10.43341,-84.0046,104.3803789,104.3942868
Francesca Kaser,La Selva,20230521,947,OHB1204,I,I,I,I,AF,13,OV,,,10.43341,-84.0046,104.3803789,104.3942868
Francesca Kaser,La Selva,20230521,947,OHB1204,I,I,I,I,AF,14,OV,,,10.43341,-84.0046,104.3803789,104.3942868
Francesca Kaser,La Selva,20230521,947,OHB1204,I,I,I,I,AF,15,OV,,,10.43341,-84.0046,104.3803789,104.3942868
Reilly Miller,La Selva,20230522,802,OHB3009,I,I,I,I,AF,1,R,0,4,10.433363,-84.004573,106.9080121,106.9024974
Reilly Miller,La Selva,20230522,802,OHB3009,I,I,I,I,AF,2,R,0.5,5,10.433363,-84.004573,106.9080121,106.9024974
Reilly Miller,La Selva,20230522,802,OHB3009,I,I,I,I,AF,3,R,1,4,10.433363,-84.004573,106.9080121,106.9024974
Reilly Miller,La Selva,20230522,802,OHB3009,I,I,I,I,AF,4,R,0,4,10.433363,-84.004573,106.9080121,106.9024974
Reilly Miller,La Selva,20230522,802,OHB3009,I,I,I,I,AF,5,R,0.5,7,10.433363,-84.004573,106.9080121,106.9024974
Reilly Miller,La Selva,20230522,802,OHB3009,I,I,I,I,AF,6,L,0.5,6,10.433363,-84.004573,106.9080121,106.9024974
Reilly Miller,La Selva,20230522,802,OHB3009,I,I,I,I,AF,7,R,0.5,5,10.433363,-84.004573,106.9080121,106.9024974
Reilly Miller,La Selva,20230522,802,OHB3009,I,I,I,I,AF,8,R,3,3,10.433363,-84.004573,106.9080121,106.9024974
Reilly Miller,La Selva,20230522,802,OHB3009,I,I,I,I,AF,9,OV,,,10.433363,-84.004573,106.9080121,106.9024974
Reilly Miller,La Selva,20230522,802,OHB3009,I,I,I,I,AF,10,L,2,2,10.433363,-84.004573,106.9080121,106.9024974
Reilly Miller,La Selva,20230522,802,OHB3009,I,I,I,I,AF,11,R,0.5,3,10.433363,-84.004573,106.9080121,106.9024974
Reilly Miller,La Selva,20230522,802,OHB3009,I,I,I,I,AF,12,R,2,3,10.433363,-84.004573,106.9080121,106.9024974
Reilly Miller,La Selva,20230522,802,OHB3009,I,I,I,I,AF,13,L,1,3,10.433363,-84.004573,106.9080121,106.9024974
Reilly Miller,La Selva,20230522,802,OHB3009,I,I,I,I,AF,14,R,1,3,10.433363,-84.004573,106.9080121,106.9024974
Reilly Miller,La Selva,20230522,802,OHB3009,I,I,I,I,AF,15,R,0,3,10.433363,-84.004573,106.9080121,106.9024974
Reilly Miller,La Selva,20230522,841,OHB3010,I,I,I,I,A,1,R,9,0,10.433654,-84.004612,105.5118403,105.4963413
Reilly Miller,La Selva,20230522,841,OHB3010,I,I,I,I,A,2,R,8,0,10.433654,-84.004612,105.5118403,105.4963413
Reilly Miller,La Selva,20230522,841,OHB3010,I,I,I,I,A,3,R,2,1,10.433654,-84.004612,105.5118403,105.4963413
Reilly Miller,La Selva,20230522,841,OHB3010,I,I,I,I,A,4,R,2,2,10.433654,-84.004612,105.5118403,105.4963413
